listing.date_scraping,listing.date_publication,listing.date_maj,listing.statut,listing.langue,transaction.type,transaction.prix,transaction.devise,transaction.prix_m2,bien.type,bien.usage,bien.superficie_totale,bien.superficie_habitable,bien.nombre_pieces,bien.nombre_chambres,bien.nombre_salles_bain,bien.etat_general,localisation.pays,localisation.pays_code,localisation.gouvernorat,localisation.delegation,localisation.ville,localisation.localite,localisation.adresse,localisation.proximites,localisation.coordonnees.latitude,localisation.coordonnees.longitude,equipements.climatisation,equipements.chauffage,equipements.ascenseur,equipements.garage,equipements.cave,equipements.terrasse,equipements.balcon,equipements.jardin,equipements.piscine,equipements.cuisine_equipee,equipements.double_vitrage,equipements.interphone,equipements.videophone,equipements.alarme,equipements.gardiennage,equipements.dressing,equipements.cuisine_americaine,equipements.concierge,equipements.salle_de_sport,equipements.autres,description.titre,description.texte,medias.photos,medias.nombre_photos,contact.type_vendeur,contact.nom_vendeur,contact.nom_agence,contact.telephone,contact.email,metadonnees_scraping.source,metadonnees_scraping.methode,metadonnees_scraping.statut_scraping,prix_log,price_bin,prix_m2_cleaned,log_superficie,log_nombre_pieces,prix_m2_log,nb_equipements,jours_depuis_publication,has_coordinates
2026-07-29T03:36:27.832485+00:00,,,actif,fr,vente,230000.0,TND,1949.15,Appartement,Residentiel,118.0,118.0,4.0,3.0,1.0,Bon État / Habitable,Tunisie,TN,,Tunis,Tunis,,,[],36.45,10.62247,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,,S3 a vendre,"App à cité ettahrir résidence essadaka en face station métro omrane supérieur 
avec place de parking au sous-sol et chauffage central","[{'url': 'https://www.mubawab-media.com/ad/8/339/403F/h/inbound7681899711224506967_82345869.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/339/403F/h/inbound1210957847190561590_82345870.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/339/403F/h/inbound5697878989480601909_82345871.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/339/403F/h/inbound8809372769953553111_82345872.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/339/403F/h/inbound7661917977218773742_82345873.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/339/403F/h/inbound2294303451287918162_82345874.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/339/403F/h/inbound8763411450936935081_82345875.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/339/403F/h/inbound3252588203334337926_82345876.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/339/403F/h/inbound9158174050418043047_82345877.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/339/403F/h/inbound6047486909594835782_82345878.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/339/403F/h/inbound4062844620314830466_82345879.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/339/403F/h/inbound3031424301395820139_82345880.avif'}]",12,Agence,,,['95520145'],,mubawab,requests+selenium,succes,12.345838935721968,Q2,1949.1525423728813,4.77912349311153,1.6094379124341003,7.5756628753561195,4,,1
2026-07-29T03:36:27.832473+00:00,,,actif,fr,vente,360000.0,TND,3000.0,Appartement,Residentiel,120.0,120.0,3.0,2.0,2.0,Bon État / Habitable,Tunisie,TN,,Sousse,Sousse,,,[],36.45,10.62247,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,"['Façade extérieure', 'Antenne parabolique', 'Sécurité']",À VENDRE Appartement S2 Très Haut Standing sahlou4,"À VENDRE – Appartement S2 Très Haut Standing à Sahloul 4

Superficie : 120m²
3ᵉ étage avec ascenseur
Résidence sécurisée et très haut standing
Appartement spacieux, lumineux et parfaitement agencé

Idéal pour une famille ou un investissement haut de gamme.

Contact & Visite (sur rendez-vous) :
216 55 050 501

Agence Ezzayatine – Menchia, Sousse","[{'url': 'https://www.mubawab-media.com/ad/8/246/148F/h/28_81346746.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/246/148F/h/22_81346747.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/246/148F/h/26_81346748.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/246/148F/h/23_81346749.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/246/148F/h/25_81346750.avif'}]",5,Agence,,immobiliere ezzayatine ,['55050501'],,mubawab,requests+selenium,succes,12.793862088206213,Q3,3000.0,4.795790545596741,1.3862943611198906,8.006700845440367,5,,1
2026-07-29T03:36:27.832459+00:00,,,actif,fr,vente,440000.0,TND,3666.67,Appartement,Residentiel,120.0,120.0,3.0,2.0,1.0,Bon État / Habitable,Tunisie,TN,,Chott Meriem,Chott Meriem,,,[],36.45,10.62247,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,"['Vue sur mer', 'Façade extérieure', 'Antenne parabolique', 'Sécurité', 'Double vitrage']",Offre à vendre – Appartement à Chatt Mariem,"A VENDRE – Appartement S2 avec terrasse à chatt Mariem

Superficie : 120 m²
Très bon standing – Emplacement recherché
Quartier calme, proche de toutes commodités

Composition :

Salon lumineux

Deux chambres spacieuses

Cuisine moderne

Terrasse agréable

Salle de bain et WC séparé

Voisinage familial

Prix : 440.000 DT
Contact & Visite : 55 050 501 / 55 050 502
Agence Immobilière Ezzayatine – Menchia, Sousse","[{'url': 'https://www.mubawab-media.com/ad/8/246/935F/h/WhatsApp%20Image%202025-11-04%20at%2008.03.36%282%29_81354964.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/246/935F/h/1_81354965.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/246/935F/h/Sans%20titre_81354966.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/246/935F/h/2_81354967.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/246/935F/h/255_81354968.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/246/935F/h/WhatsApp%20Image%202025-11-04%20at%2008.02.14_81354969.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/246/935F/h/WhatsApp%20Image%202025-11-04%20at%2008.03.36%281%29_81354970.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/246/935F/h/WhatsApp%20Image%202025-11-04%20at%2008.03.36_81354971.avif'}]",8,Agence,,immobiliere ezzayatine ,"['55050501', '55050502']",,mubawab,requests+selenium,succes,12.994532278619134,Q3,3666.6666666666665,4.795790545596741,1.3862943611198906,8.207310953201803,6,,1
2026-07-29T03:36:27.832442+00:00,,,actif,fr,vente,275000.0,TND,3716.22,Appartement,Residentiel,74.0,74.0,2.0,1.0,1.0,Bon État / Habitable,Tunisie,TN,,Chott Meriem,Chott Meriem,,,[],36.45,10.62247,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,"['Antenne parabolique', 'Sécurité', 'Double vitrage']",À vendre appartement S1 près de la plage,"A VENDRE – Appartement S1 Très Haut Standing près de la plage à Chatt Mariem

Superficie : 74 m²
Emplacement privilégié à quelques pas de la plage
4ème étage dans une résidence récente, calme et bien sécurisée

Composition :

Salon lumineux

Une chambre spacieuse

Cuisine moderne et équipée

Belle terrasse

Finition très haut standing

Prix total : 275.000 DT

Contact & Visite : 55 050 501 / 55 050 502
Agence Immobilière Ezzayatine – Menchia, Sousse","[{'url': 'https://www.mubawab-media.com/ad/8/246/938F/h/1_81355034.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/246/938F/h/Sans%20titre_81355036.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/246/938F/h/4_81355033.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/246/938F/h/5_81355032.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/246/938F/h/3_81355035.avif'}]",5,Agence,,immobiliere ezzayatine ,"['55050501', '55050502']",,mubawab,requests+selenium,succes,12.524530013005734,Q2,3716.2162162162163,4.31748811353631,1.0986122886681098,8.220730338155164,6,,1
2026-07-29T03:36:27.832424+00:00,,,actif,fr,vente,400000.0,TND,2500.0,Appartement,Residentiel,160.0,160.0,5.0,4.0,2.0,Jamais Habité / Rénové,Tunisie,TN,,La Marsa,La Marsa,,,[],36.45,10.62247,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,"['Sécurité', 'Double vitrage', 'Four']",S4 Rénové à vendre à Ain Zaghouan,"BONACASA vous propose à la vente un bel appartement de 160m² totalement rénové situé à dans une résidence avec un double ascenseur calme, sécurisée et proche de toutes commodités.
La partie jour se compose d'un salon et une cuisine donnant séchoir.
La partie nuit loge une suite parentale et trois chambres à coucher qui partagent une salle de bain commune.
Une place de parking privé est à la disposition du futur propriétaire.","[{'url': 'https://www.mubawab-media.com/ad/8/284/327F/h/09feb317-6188-476e-a46d-371636e9c16a_82140701.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/284/327F/h/4bedfbf4-a2f4-428e-9cd8-487d24d67ad4_82140702.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/284/327F/h/aa409691-5a8a-4b7b-9d99-f988453ea1c1_82140703.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/284/327F/h/36042ff9-f898-4ba6-8add-2d8cb8a290e4_82140704.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/284/327F/h/c277c922-7c44-4490-89a6-a91203c360b9_82140705.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/284/327F/h/156483b8-51fe-4701-ba86-fe0a042e6031_82140706.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/284/327F/h/b2e8528e-4997-49c8-912e-41b88d129321_82140707.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/284/327F/h/8a44fd22-b42e-4319-9236-3294e0d2ef3c_82140708.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/284/327F/h/cc9ef995-f420-4002-a487-e6c7c248d2c3_82140709.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/284/327F/h/35038241-77dc-42c4-a9e6-f0d13a29b589_82140710.avif'}]",10,Agence,,BONACASA ,['20836667'],,mubawab,requests+selenium,succes,12.899222326086994,Q3,2500.0,5.081404364984463,1.791759469228055,7.824445930877619,6,,1
2026-07-29T03:36:27.832411+00:00,,,actif,fr,vente,900000.0,TND,7500.0,Appartement,Residentiel,120.0,120.0,5.0,3.0,2.0,Bon État / Habitable,Tunisie,TN,,Autre,Autre,,,[],36.45,10.62247,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,Avendre Immeuble Proche Mer 5 Appts  Café,"ANNONCE : IMMEUBLE DE RAPPORT À VENDRE – HAMMAM LIF (2018)

Opportunité d'investissement exceptionnelle située à quelques minutes de la plage.

Détails du bien :

Année de construction : 2018 (finitions de qualité).

Surface au sol : 120 m².

Composition :

5 appartements indépendants (fort potentiel de location annuelle ou estivale).

Rez-de-chaussée : Un appartement S2 avec jardin privé et un grand garage.

Espace commercial : Une cafétéria entièrement équipée incluse dans la vente.

Équipements : Compteurs individuels d'eau (SONEDE) et d'électricité déjà installés.

Atouts principaux :
Rentabilité immédiate, quartier calme, sécurisé et proximité immédiate de la mer.

Prix : Communiqué sur demande.

Contact et Visites :
Téléphone : 55 050 501 / 55 050 502
Email : ezzayatine.immobiliere@gmail.com
Adresse : Agence Immobilière Ezzayatine, El Menchia","[{'url': 'https://www.mubawab-media.com/ad/8/328/852F/h/WhatsApp%20Image%202026-04-07%20at%2021.39.16%281%29_82236138.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/328/852F/h/WhatsApp%20Image%202026-04-07%20at%2021.39.17%281%29_82236139.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/328/852F/h/WhatsApp%20Image%202026-04-07%20at%2021.39.16%283%29_82236140.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/328/852F/h/WhatsApp%20Image%202026-04-07%20at%2021.39.16%282%29_82236141.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/328/852F/h/WhatsApp%20Image%202026-04-07%20at%2021.39.16_82236142.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/328/852F/h/WhatsApp%20Image%202026-04-07%20at%2021.39.17%282%29_82236143.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/328/852F/h/WhatsApp%20Image%202026-04-07%20at%2021.39.17_82236144.avif'}]",7,Agence,,immobiliere ezzayatine ,"['55050501', '55050502']",,mubawab,requests+selenium,succes,13.710151153416941,Q4,7500.0,4.795790545596741,1.791759469228055,8.922791623969637,5,,1
2026-07-29T03:36:27.832388+00:00,,,actif,fr,vente,350000.0,TND,3431.37,Appartement,Residentiel,102.0,102.0,4.0,3.0,1.0,Bon État / Habitable,Tunisie,TN,,Autre,Tantana,,,[],36.45,10.62247,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,"['Vue sur mer', 'Antenne parabolique', 'Sécurité', 'Double vitrage']",À vendre appartement haut standing s3 chatt mariem,"
A VENDRE : APPARTEMENT HAUT STANDING – CHATT MARIEM
L'Agence Immobilière Ezzayatine propose à la vente un appartement neuf, jamais habité, situé dans un emplacement stratégique au cœur de Chatt Mariem. Ce bien combine confort moderne et proximité immédiate de la mer.

Points Forts :
Emplacement : A seulement 1 minute à pied de la plage.

État : Neuf, jamais habité, vente direct promoteur (frais d'enregistrement réduits).

Confort : Situé au 1er étage avec ascenseur dans une résidence sécurisée.

Caractéristiques Techniques :
Type : S3 (Salon et 3 chambres).

Superficie : 102 m2.

Agencement : Espace lumineux, salon moderne, chambres spacieuses et cuisine équipée.

Commodités : Proche de tous les commerces, services et transports.

Conditions de Vente :
Prix : 350 000 DT

Usage : Idéal pour une résidence principale ou un investissement locatif à forte rentabilité.

Contact et Visites :
Pour toute information complémentaire ou pour convenir d'un rendez-vous, veuillez nous contacter :

Téléphone / WhatsApp : 55 050 501 / 55 050 502

E-mail : ezzayatine.immobiliere@gmail.com

Adresse : Agence Immobilière Ezzayatine – Sousse – L’Mnchiyaa","[{'url': 'https://www.mubawab-media.com/ad/8/278/029F/h/Design%20sans%20titre%20%2823%29_82146292.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/278/029F/h/Design%20sans%20titre%20%2821%29_82146294.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/278/029F/h/Design%20sans%20titre%20%2825%29_82146295.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/278/029F/h/Design%20sans%20titre%20%2822%29_82146296.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/278/029F/h/Design%20sans%20titre%20%2824%29_82146297.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/278/029F/h/Design%20sans%20titre%20%2826%29_82146298.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/278/029F/h/Design%20sans%20titre%20%2827%29_82146299.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/278/029F/h/WhatsApp%20Image%202026-03-24%20at%2007.24.34%284%29_82146300.avif'}]",8,Agence,,immobiliere ezzayatine ,"['55050501', '55050502']",,mubawab,requests+selenium,succes,12.765691290604371,Q2,3431.372549019608,4.634728988229636,1.6094379124341003,8.141007006295697,6,,1
2026-07-29T03:36:27.832366+00:00,,,actif,fr,vente,450000.0,TND,2777.78,Appartement,Residentiel,162.0,162.0,3.0,2.0,2.0,Bon État / Habitable,Tunisie,TN,,Chott Meriem,Chott Meriem,,,[],36.45,10.62247,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,"['Vue sur mer', 'Antenne parabolique', 'Sécurité', 'Double vitrage']","A VENDRE — S2 Haut Standing, Terrasses et Plage","A VENDRE — Appartement S2 d’une superficie d’environ 250 m², situé au 7ème étage d’une résidence sécurisée à Chott Mériem, proche de la plage et de toutes commodités.

Caractéristiques :

Superficie : 250 m²

Agencement : Salon  2 chambres

Grande terrasse avec vue dégagée

Ascenseur fonctionnel

Climatisation et chauffage central

Résidence sécurisée, bon voisinage

Titre foncier individuel vérifié

Prix : Sur demande
Visites sur rendez-vous.

Contact : 55 050 501 / 55 050 502
Agence Immobilière Ezzayatine – Mnchiya","[{'url': 'https://www.mubawab-media.com/ad/8/247/859F/h/7_81363917.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/247/859F/h/8_81363918.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/247/859F/h/5_81363919.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/247/859F/h/2_81363920.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/247/859F/h/3_81363921.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/247/859F/h/6_81363922.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/247/859F/h/fffffff_81363923.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/247/859F/h/Sans%20titre_81363924.avif'}]",8,Agence,,immobiliere ezzayatine ,"['55050501', '55050502']",,mubawab,requests+selenium,succes,13.017005083966255,Q3,2777.777777777778,5.093750200806762,1.3862943611198906,7.929766461729666,6,,1
2026-07-29T03:36:27.832351+00:00,,,actif,fr,vente,355000.0,TND,2909.84,Appartement,Residentiel,122.0,122.0,3.0,2.0,1.0,Bon État / Habitable,Tunisie,TN,,Autre,Tantana,,,[],36.45,10.62247,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,"['Vue sur mer', 'Antenne parabolique', 'Sécurité']",À VENDRE – Appartement S2 Neuf avec Belle vue Mer,"À VENDRE – Appartement S2 Neuf avec Belle Vue Mer et Proche Plage
Quartier résidentiel calme – À seulement 2 minutes de la plage

Superficie : 122 m²
Année de construction : 2025
Neuf – Jamais habité – Finitions de très haut standing

Composition :
• Salon spacieux et lumineux avec balcon vue mer
• Grande chambre avec dressing intégré et balcon dégagé
• Cuisine américaine moderne, parfaitement équipée
• Salle d’eau élégante
• Climatisation et chauffage central installés

Points forts :
• Vue mer exceptionnelle depuis le salon
• Résidence récente avec accès sécurisé
• Environnement calme et proche de toutes commodités
• Plage accessible à pied en moins de 2 minutes

Visite sur rendez-vous (frais applicables)

Contact :
216 55 050 501(Appel / WhatsApp) / 216 55 050 502 

Agence Immobilière Ezzayatine","[{'url': 'https://www.mubawab-media.com/ad/8/245/026F/h/WhatsApp%20Image%202025-07-13%20at%2021.39.12%281%29_81335048.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/245/026F/h/WhatsApp%20Image%202025-07-13%20at%2021.39.12%282%29_81335049.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/245/026F/h/WhatsApp%20Image%202025-07-13%20at%2021.39.12_81335050.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/245/026F/h/WhatsApp%20Image%202025-07-13%20at%2021.39.13%281%29_81335051.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/245/026F/h/WhatsApp%20Image%202025-07-13%20at%2021.39.13_81335052.avif'}]",5,Agence,,immobiliere ezzayatine ,['55050501'],,mubawab,requests+selenium,succes,12.779875885354993,Q3,2909.8360655737706,4.812184355372417,1.3862943611198906,7.976195626657877,5,,1
2026-07-29T03:36:27.832328+00:00,,,actif,fr,vente,430000.0,TND,4018.69,Appartement,Residentiel,107.0,107.0,2.0,2.0,2.0,Jamais Habité / Rénové,Tunisie,TN,,La Soukra,La Soukra,,,[],36.45,10.62247,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,"['Salon européen', 'Sécurité', 'Double vitrage', 'Four']",Superbe Appartement S2 neuf à Chotrana 1,"A Vendre Un Appartement S2  au 2 éme étage d'une résidence R2  avec ascenseur  récemment construite située à Chotrana 1 - La Soukra  
Composition : salon avec balcon  , suite parental  , chambre à coucher , cuisine équipée avec séchoir  et salle de bain 
Place parking sous sol disponible 
Climatisation et chauffage centrale 
Frais d'enregistrement : 1 % 
Prix : 430 milles 
Votre conseillère en immobilier islem (tel / WhatsApp )

","[{'url': 'https://www.mubawab-media.com/ad/7/792/190F/h/680199161_1458141232769622_7219905796452878975_n_82343563.avif'}, {'url': 'https://www.mubawab-media.com/ad/7/792/190F/h/680716268_1458141379436274_8941346599968959632_n_82343564.avif'}, {'url': 'https://www.mubawab-media.com/ad/7/792/190F/h/680252423_1458141229436289_1989486087225476385_n_82343565.avif'}, {'url': 'https://www.mubawab-media.com/ad/7/792/190F/h/682752134_1458141376102941_5595243484555786758_n_82343566.avif'}, {'url': 'https://www.mubawab-media.com/ad/7/792/190F/h/679099246_1458141476102931_4572136584557332886_n_82343567.avif'}, {'url': 'https://www.mubawab-media.com/ad/7/792/190F/h/680266234_1458141642769581_751132385430552855_n_82343568.avif'}, {'url': 'https://www.mubawab-media.com/ad/7/792/190F/h/679502793_1458141436102935_2773585056781062509_n_82343569.avif'}, {'url': 'https://www.mubawab-media.com/ad/7/792/190F/h/680764573_1458141219436290_6324287945876583415_n_82343570.avif'}, {'url': 'https://www.mubawab-media.com/ad/7/792/190F/h/681225629_1458141572769588_1324957357172732616_n_82343571.avif'}, {'url': 'https://www.mubawab-media.com/ad/7/792/190F/h/679435454_1458141309436281_8734773654461176266_n_82343572.avif'}, {'url': 'https://www.mubawab-media.com/ad/7/792/190F/h/679566227_1458141669436245_5493637693267340932_n_82343573.avif'}]",11,Agence,,cle du bonheur,['28675826'],,mubawab,requests+selenium,succes,12.971542813248437,Q3,4018.691588785047,4.68213122712422,1.0986122886681098,8.298960459462299,7,,1
2026-07-29T03:36:27.832312+00:00,,,actif,fr,vente,729000.0,TND,4703.23,Appartement,Residentiel,155.0,155.0,4.0,3.0,2.0,Bon État / Habitable,Tunisie,TN,,Ariana,Ariana,,,[],36.45,10.62247,True,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,"['Vue sur les montagnes', 'Façade extérieure', 'Antenne parabolique', 'Sécurité', 'Double vitrage', 'Four', 'Micro-ondes']",A vendre un appartement s3 avec jardin à Ennasr,"Situé au rez-de-jardin d’une résidence de standing à Ennasr II, à proximité de Selim School, cet appartement S3 bénéficie d’une surface de plancher de 155 m², avec un jardin privé de 78 m² et une terrasse de 35 m².

Il se compose d'un salon salle-à-manger, une cuisine équipée et aménagée, une suite parentale et deux chambres à coucher qui se partagent une salle de bain.

Caractéristiques :
Climatisation centrale multi-split gainable (chaud/froid)
Chauffage central
Place de parking au sous-sol
Titre foncier en règle
Cet appartement direct promoteur est idéal pour ceux qui recherchent un cadre de vie confortable et lumineux.

Pour de plus amples informations, veuillez contacter Mme Yasmine Bouricha","[{'url': 'https://www.mubawab-media.com/ad/8/034/158F/h/IMG_5617_82489351.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/034/158F/h/WhatsApp%20Image%202024-11-11%20at%2015.37.22%20%284%29_79199502.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/034/158F/h/WhatsApp%20Image%202024-11-11%20at%2015.37.22%20%283%29_79199503.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/034/158F/h/WhatsApp%20Image%202024-11-11%20at%2015.37.22%20%282%29_79199504.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/034/158F/h/WhatsApp%20Image%202024-11-11%20at%2015.37.22%20%281%29_79199505.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/034/158F/h/WhatsApp%20Image%202024-11-11%20at%2015.37.22_79199506.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/034/158F/h/WhatsApp%20Image%202024-11-11%20at%2015.37.21%20%282%29_79199507.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/034/158F/h/WhatsApp%20Image%202024-11-11%20at%2015.37.21%20%281%29_79199508.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/034/158F/h/WhatsApp%20Image%202024-11-11%20at%2015.37.21_79199509.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/034/158F/h/IMG_5618_82489352.avif'}]",10,Agence,,REMAX VïP,"['56144114', '57272089']",,mubawab,requests+selenium,succes,13.499430382731967,Q4,4703.225806451613,5.049856007249537,1.6094379124341003,8.456216491498548,8,,1
2026-07-29T03:36:27.832296+00:00,,,actif,fr,vente,350000.0,TND,5833.33,Appartement,Residentiel,60.0,60.0,3.0,1.0,1.0,Jamais Habité / Rénové,Tunisie,TN,,La Marsa,La Marsa,,,[],36.45,10.62247,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,"['Sécurité', 'Double vitrage', 'Four']","Bel appartement à vendre à l'entree de la Marsa avec grande terasse. 1 belle chambre. Conciergerie à disposition, système de climatisation","Opportunité unique pour cet appartement à vendre. Prix 350 000 TND. 1 salle de bains, 60 m². 1 chambre. Moins de 5 ans. Confort et sécurité avec chauffage central, porte blindée et double vitrage.

Cet appartement est proposé à la vente à l'entree de la Marsa. Confort et sécurité avec service de conciergerie et climatisation. Dispose d'une terrasse. Résidence avec ascenseur.

Soyez le premier à visiter cet appartement en vente. Cuisine entièrement équipée. Résidence gardée et place de park8ng sous sol inclus dans le prix.","[{'url': 'https://www.mubawab-media.com/ad/8/340/131F/h/photo_00_82353746.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/340/131F/h/photo_01_82353747.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/340/131F/h/photo_02_82353748.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/340/131F/h/photo_03_82353749.avif'}]",4,Agence,,Le Point Immo,['22130402'],,mubawab,requests+selenium,succes,12.765691290604371,Q2,5833.333333333333,4.110873864173311,1.3862943611198906,8.671515285122727,7,,1
2026-07-29T03:36:27.832278+00:00,,,actif,fr,vente,295000.0,TND,3782.05,Appartement,Residentiel,78.0,78.0,2.0,1.0,1.0,Bon État / Habitable,Tunisie,TN,,Hammamet,Hammamet,,,[],36.45,10.62247,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,"['Salon européen', 'Antenne parabolique', 'Sécurité', 'Double vitrage', 'Four', 'Micro-ondes']",Vente Appartement Souzan à Hammamet,"A vendre, un bel appartement, situé au 3eme étage, dans une résidence gardée et sécurisée très proche de la mer  à Hammamet Nord zone Hôtel sultan et badira, proche de toutes  commodités et loisirs, et 5 mn du centre ville.
Le bien se compose de suit:
    Un grand Salon salle a mangé avec terrasse 
    Une cuisine bien équipée 
    Une chambre à coucher 
    Salle de bain 
    

Place parking sous sol 
","[{'url': 'https://www.mubawab-media.com/ad/8/333/783F/h/1_82295631.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/333/783F/h/2_82295632.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/333/783F/h/3_82295633.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/333/783F/h/4_82295634.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/333/783F/h/5_82295635.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/333/783F/h/6_82295636.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/333/783F/h/7_82295637.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/333/783F/h/8_82295638.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/333/783F/h/9_82295639.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/333/783F/h/10_82295640.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/333/783F/h/11_82295641.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/333/783F/h/12_82295642.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/333/783F/h/13_82295643.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/333/783F/h/14_82295644.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/333/783F/h/15_82295645.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/333/783F/h/16_82295646.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/333/783F/h/17_82295647.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/333/783F/h/18_82295648.avif'}, {'url': 'https://www.mubawab-media.com/ad/8/333/783F/h/19_82295649.avif'}]",19,Agence,,Immobilière Ben Salem Hammamet,['28824826'],,mubawab,requests+selenium,succes,12.59473402514672,Q2,3782.051282051282,4.3694478524670215,1.0986122886681098,8.238286180462714,7,,1
